DATA_VALUE,ITEM_CODE1,ITEM_CODE2,ITEM_CODE3,ITEM_CODE4,ITEM_NAME1,ITEM_NAME2,ITEM_NAME3,ITEM_NAME4,STAT_CODE,STAT_NAME,TIME,UNIT_NAME,WGT
252348.3,10301,,,,요소비용국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
30824.8,10302,,,,(＋) 생산 및 수입세 (공제)보조금,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
283173.1,10401,,,,시장가격국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
654.1,10402,,,,(+)순수취경상이전,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
-11000.9,10501,,,,b.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
20620.3,10502,,,,b.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
-8965.2,10503,,,,b.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
283827.2,10601,,,,국민처분가능소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
18550.2,1060110,,,,c.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
52986,1060120,,,,c.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
212291,1060130,,,,c.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
172558.2,10101,,,,피용자보수,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1994,십억원,
125710.7,10201,,,,기업 및 재산소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1994,십억원,
36782.1,1020110,,,,a.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1994,십억원,
2051.7,1020120,,,,a.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1994,십억원,
86877,1020130,,,,a.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1994,십억원,
298268.9,10301,,,,요소비용국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1994,십억원,
